Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Planet_radius,Planet_mass,Temperature_day_K,Temperature_equilibrium_K,log10_gravity,Period,Transit_Duration,K_magnitude_brightness,Distance,Effective_temperature_star,log10_gravity_star,Transit_Flag,Catalog_Name
Kepler-219 d,0,0,0.004,0.25,0.023798,797,670,2.972,47.9036,5.719,12.4,,5786,4.157,TRUE,exoplanets.org
HAT-P-39 b,0.194,0.111,0.135,1.57,0.599196,2080,1749,2.782,3.5439,4.188,11.2,642,6430,4.16,TRUE,exoplanets.org
HAT-P-3 b,0.054,0.118,0.099,0.9,0.595712,1376,1157,3.264,2.8997,2.0592,9.4,138.7,5185,4.564,TRUE,exoplanets.org
Kepler-221 b,0.001,0.001,0.008,0.15,0.01264,1381,1161,3.129,2.7959,2.064,11.9,,5243,4.543,TRUE,exoplanets.org
Kepler-222 b,0.001,0.001,0.009,0.28,0.029797,1313,1104,2.968,3.937,1.828,13.2,,5433,4.551,TRUE,exoplanets.org
HAT-P-40 b,0.304,0.163,0.197,1.73,0.6202,2097,1763,2.711,4.4572,6.1368,10,501,6080,3.93,TRUE,exoplanets.org
HAT-P-41 b,0.63,0.275,0.246,1.69,0.800254,2301,1935,2.847,2.694,4.0896,9.7,344,6390,4.14,TRUE,exoplanets.org
Kepler-223 d,0,0.001,0.007,0.27,0.026518,981,825,2.968,14.7888,5.967,13.6,,5829,4.397,TRUE,exoplanets.org
Kepler-224 e,0,0,0.003,0.18,0.014533,637,536,3.067,18.6436,1.846,13.7,,5018,4.639,TRUE,exoplanets.org
HAT-P-44 b,0.029,0.08,0.178,1.24,0.352,1312,1103,2.74,4.3012,3.1248,11.3,363,5295,4.46,TRUE,exoplanets.org
HAT-P-45 b,0.264,0.178,0.136,1.43,0.892,1958,1647,3.04,3.129,3.4464,10.2,305,6330,4.3,TRUE,exoplanets.org
Kepler-226 d,0,0,0.003,0.11,0.005874,1017,855,3.09,8.109,3.698,13.6,,5571,4.586,TRUE,exoplanets.org
Kepler-228 d,0,0.001,0.007,0.36,0.053105,1117,939,3.006,11.0943,4.591,14.1,,6043,4.467,TRUE,exoplanets.org
HAT-P-46 b,0.112,0.112,0.151,1.28,0.493,1725,1450,2.877,4.4631,3.0984,9.9,296,6120,4.25,TRUE,exoplanets.org
HAT-P-49 b,0.578,0.211,0.074,1.41,1.72959,2528,2126,3.334,2.6915,4.1088,9.3,,6820,4.1,TRUE,exoplanets.org
Kepler-230 c,0,0,0.003,0.18,0.0151,458,386,3.053,91.7732,6.034,13.3,,5588,4.551,TRUE,exoplanets.org
Kepler-233 b,0,0,0.007,0.22,0.018861,937,788,2.998,8.4724,2.697,13.4,,5360,4.614,TRUE,exoplanets.org
HAT-P-4 b,0.248,0.146,,1.27,0.671507,2013,1693,3.013,3.0565,4.26,,313.48,5860,4.36,TRUE,exoplanets.org
HAT-P-54 b,0.006,0.072,0.073,0.94,0.76,973,818,3.325,3.7998,1.7971,10.3,135.8,4390,4.667,FALSE,exoplanets.org
HAT-P-56 b,0.356,0.181,0.056,1.47,2.18029,2185,1837,3.4,2.7908,2.2711,9.8,0,6566,3.39,TRUE,exoplanets.org
Kepler-235 c,0,0,0.004,0.11,0.006927,653,549,3.119,7.8249,2.217,13.1,,4255,4.73,TRUE,exoplanets.org
HAT-P-57 b,0.728,0.263,0.176,1.41,1,2611,2196,3.095,2.4653,3.4987,9.4,303,7500,4.251,TRUE,exoplanets.org
HAT-P-5 b,0.167,0.135,0.076,1.25,1.05561,1826,1536,3.223,2.7885,2.9208,10.5,341.3,5960,4.368,TRUE,exoplanets.org
Kepler-237 b,0,0,0.003,0.13,0.009602,1011,850,3.177,4.7151,2.351,13.2,,4861,4.583,TRUE,exoplanets.org
Kepler-239 b,0,0,0.006,0.21,0.017787,773,650,3.009,11.7631,2.899,13.1,,4914,4.583,TRUE,exoplanets.org
HAT-P-6 b,0.285,0.189,0.117,1.33,1.05957,1987,1671,3.176,3.853,3.5064,9.3,261.1,6570,4.218,TRUE,exoplanets.org
HAT-P-7 b,0.738,0.235,0.069,1.36,1.7916,2644,2223,3.3,2.2047,4.0056,9.3,320,6389,4.07,TRUE,exoplanets.org
Kepler-241 b,0,0,0.008,0.21,0.017787,674,566,3.009,12.7181,3.117,12.9,,4699,4.627,TRUE,exoplanets.org
Kepler-243 c,0,0,0.002,0.18,0.014692,723,608,3.063,20.0262,1.319,13.1,,5228,4.565,TRUE,exoplanets.org
HAT-P-8 b,0.56,0.302,0.135,1.5,1.29336,2105,1770,3.213,3.0763,3.8088,9,230,6200,4.15,TRUE,exoplanets.org
HAT-P-9 b,0.118,0.101,0.093,1.4,0.776601,1818,1528,3,3.9229,3.432,11,480.77,6350,4.29,TRUE,exoplanets.org
Kepler-245 c,0,0,0.003,0.19,0.016324,718,603,3.029,17.4608,2.244,13.6,,5100,4.56,TRUE,exoplanets.org
Kepler-247 c,0,0.001,0.012,0.36,0.054822,866,728,3.009,9.4395,2.896,13.1,,5100,4.608,TRUE,exoplanets.org
HATS-10 b,0.044,0.048,0.046,0.97,0.526,1671,1405,3.139,3.3128,3.0072,11.5,496,5880,4.392,TRUE,exoplanets.org
HATS-13 b,0.043,0.073,0.089,1.21,0.542398,1479,1244,2.962,3.044,2.6347,12,476,5523,4.524,TRUE,exoplanets.org
Kepler-249 c,0,0,0.006,0.13,0.012045,527,443,3.216,7.1137,2.219,12,,3568,4.777,TRUE,exoplanets.org
Kepler-249 d,0,0,0.006,0.14,0.01173,408,343,3.171,15.3685,2.697,12,,3568,4.777,TRUE,exoplanets.org
HATS-14 b,0.035,0.052,0.026,1.04,1.0682,1514,1273,3.39,2.7667,2.6422,12,513,5346,4.484,TRUE,exoplanets.org
HATS-1 b,0.106,0.127,0.047,1.3,1.86507,1624,1366,3.438,3.4465,2.4168,10.6,303,5870,4.4,TRUE,exoplanets.org
Kepler-251 c,0,0,0.006,0.25,0.023208,838,705,2.974,16.514,4.108,13.6,,5526,4.486,TRUE,exoplanets.org
Kepler-251 d,0,0,0.005,0.25,0.023208,686,577,2.974,30.133,4.919,13.6,,5526,4.486,TRUE,exoplanets.org
HATS-2 b,0.202,0.135,0.046,1.17,1.34915,1871,1574,3.392,1.3541,2.0688,11.4,360,5227,4.48,TRUE,exoplanets.org
HATS-3 b,0.176,0.119,0.074,1.38,1.0735,1957,1646,3.146,3.5479,3.5856,10.7,453,6351,4.22,TRUE,exoplanets.org
HATS-4 b,0.067,0.071,0.027,1.02,1.323,1646,1384,3.48,2.1567,2.5272,11.6,420,5403,4.51,TRUE,exoplanets.org
HD 100655 b,,,,,1.33352,1015,853,,157.57,,4.1,122.25,4801,2.81,FALSE,exoplanets.org
HATS-5 b,0.013,0.054,0.142,0.91,0.237663,1218,1024,2.852,4.7634,2.9856,10.7,257,5304,4.53,TRUE,exoplanets.org
HATS-6 b,0.002,0.053,0.146,1,0.319,846,711,2.904,3.3253,2.041,11.2,148.4,3724,4.683,TRUE,exoplanets.org
Kepler-252 c,0,0,0.01,0.19,0.016051,577,485,3.034,10.8485,2.976,12.5,,4208,4.721,TRUE,exoplanets.org
Kepler-253 b,0,0,0.003,0.15,0.012112,1213,1020,3.152,3.784,1.932,13.5,,5208,4.595,TRUE,exoplanets.org
HATS-9 b,0.139,0.063,0.029,1.06,0.837,2158,1815,3.263,1.9153,3.4968,11.5,622,5366,4.095,TRUE,exoplanets.org
HD 100777 b,,,,,1.16502,327,275,0,383.7,,6.7,49.6,5582,4.39,FALSE,exoplanets.org
HD 10180 c,,,,,0.041505,1408,1184,,5.7596,,5.9,39.02,5911,4.39,FALSE,exoplanets.org
Kepler-254 b,0,0.001,0.007,0.35,0.047531,1293,1087,2.995,5.8267,3.032,14.3,,5957,4.524,TRUE,exoplanets.org
HD 10180 d,,,,,0.037655,994,836,,16.3567,,5.9,39.02,5911,4.39,FALSE,exoplanets.org
HD 10180 e,,,,,0.079789,686,577,,49.747,,5.9,39.02,5911,4.39,FALSE,exoplanets.org
HD 10180 f,,,,,0.074325,508,427,,122.72,,5.9,39.02,5911,4.39,FALSE,exoplanets.org
HD 102329 b,,,,,4.47808,545,458,,778.1,,5.4,158,4745,2.96,FALSE,exoplanets.org
HD 10180 g,,,,,0.067381,299,251,,602,,5.9,39.02,5911,4.39,FALSE,exoplanets.org
HD 10180 h,,,,,0.206033,193,162,,2248,,5.9,39.02,5911,4.39,FALSE,exoplanets.org
HD 101930 b,,,,,0.299187,580,487,0,70.46,,6.1,29.21,5079,4.24,FALSE,exoplanets.org
HD 103774 b,,,,,0.368054,1679,1412,,5.8881,,6,55.46,6489,4.26,FALSE,exoplanets.org
HD 10442 b,,,,,2.1,347,292,,1043,,5.6,,5034,3.5,FALSE,exoplanets.org
HD 102117 b,,,,,0.169756,891,749,0,20.8133,,5.8,39.7,5695,4.366,FALSE,exoplanets.org
HD 102195 b,,,,,0.452799,1340,1127,0,4.1138,,6.2,29.64,5291,4.45,FALSE,exoplanets.org
HD 102272 b,,,,,4.10898,1371,1153,0,127.58,,6.3,243.9,4807,2.57,FALSE,exoplanets.org
Kepler-255 b,0,0,0.002,0.14,0.011604,1233,1037,3.177,5.7146,2.238,13.7,,5573,4.516,TRUE,exoplanets.org
Kepler-255 c,0,0.001,0.006,0.27,0.026689,1025,862,2.968,9.946,3.38,13.7,,5573,4.516,TRUE,exoplanets.org
HD 102956 b,,,,,0.951497,1884,1584,,6.4948,,5.7,126.26,5054,3.5,FALSE,exoplanets.org
HD 103197 b,,,,,0.098243,613,516,,47.84,,7.4,53.13,5303,4.4,FALSE,exoplanets.org
HD 104067 b,,,,,0.185935,513,431,,55.806,,5.6,21.07,4969,4.47,FALSE,exoplanets.org
Kepler-257 d,0,0.001,0.006,0.44,0.081226,742,624,3.014,24.6646,2.655,13.4,,5180,4.36,TRUE,exoplanets.org
Kepler-258 b,0,0.001,0.009,0.36,0.053798,819,689,3.007,13.1972,3.418,13,,4942,4.441,TRUE,exoplanets.org
HD 104985 b,,,,,4.9174,893,751,0,199.505,,3.3,97.09,4819,2.96,FALSE,exoplanets.org
HD 106252 b,,,,,6.95913,220,185,0,1531,,5.9,37.71,5870,4.364,FALSE,exoplanets.org
HD 106270 b,,,,,11.0869,250,210,,2890,,5.9,84.9,5601,3.72,FALSE,exoplanets.org
HD 113337 b,,,,,2.83,454,382,,324,,5,36.89,6577,4.21,FALSE,exoplanets.org
HD 114613 b,,,,,0.506039,197,166,,3827,,3.3,20.67,5729,3.97,FALSE,exoplanets.org
HD 10647 b,,,,,0.925037,268,225,0,1003,,4.3,17.43,6105,4.345,FALSE,exoplanets.org
HD 10697 b,,,,,6.23505,277,233,0,1075.2,,4.6,32.57,5680,4.123,FALSE,exoplanets.org
HD 107148 b,,,,,0.212171,652,548,0,48.056,,6.5,51.2,5797,4.446,FALSE,exoplanets.org
Kepler-235 d,0,0,0.006,0.18,0.015183,477,401,3.051,20.0605,3.312,13.1,,4255,4.73,TRUE,exoplanets.org
Kepler-235 e,0,0,0.006,0.2,0.016698,361,304,3.023,46.1837,4.833,13.1,,4255,4.73,TRUE,exoplanets.org
HD 108147 b,,,,,0.257999,1261,1060,0,10.8985,,5.7,38.08,6156,4.292,FALSE,exoplanets.org
HD 108341 b,,,,,3.4773,184,155,,1129,,7.3,49.4,5122,4.45,FALSE,exoplanets.org
HD 108863 b,,,,,2.76572,630,530,,443.4,,5.4,139,4919,2.99,FALSE,exoplanets.org
Kepler-259 c,0,0,0.005,0.24,0.022217,692,582,2.977,36.9249,4.723,13.6,,5938,4.532,TRUE,exoplanets.org
Kepler-260 b,0,0.001,0.006,0.18,0.014854,990,833,3.059,8.1874,3.027,12.5,,5250,4.494,TRUE,exoplanets.org
HD 108874 b,,,,,1.2902,331,278,0,394.4812,,7.1,62.62,5551,4.349,FALSE,exoplanets.org
HD 108874 c,,,,,1.02837,204,172,0,1680.3835,,7.1,62.62,5551,4.349,FALSE,exoplanets.org
HD 109246 b,,,,,0.768085,587,494,,68.27,,7.2,66.05,5844,4.46,FALSE,exoplanets.org
Kepler-237 c,0,0,0.006,0.19,0.015437,844,709,3.046,8.1036,3.15,13.2,,4861,4.583,TRUE,exoplanets.org
Kepler-238 b,0.001,0.001,0.002,0.15,0.012776,2202,1852,3.124,2.0909,3.193,13.5,,5751,4.194,TRUE,exoplanets.org
HD 109749 b,,,,,0.27467,1418,1193,0,5.24,,6.7,56.27,5903,4.403,FALSE,exoplanets.org
HD 111232 b,,,,,6.84182,209,176,0,1143,,5.9,29.34,5494,4.5,FALSE,exoplanets.org
HD 114386 b,,,,,1.3637,168,141,0,937.7,,6.4,28.89,4820,4.707,FALSE,exoplanets.org
Kepler-239 c,0,0,0.005,0.22,0.019783,459,386,2.99,56.2281,3.7,13.1,,4914,4.583,TRUE,exoplanets.org
Kepler-23 d,0,0.001,0.005,0.2,0.01651,1197,1006,3.026,15.2743,6.094,12,,5828,4.091,TRUE,exoplanets.org
HD 114729 b,,,,,0.944758,278,234,0,1114,,5.1,36.11,5821,4.143,FALSE,exoplanets.org
HD 114762 b,,,,,11.6351,525,441,0,83.9151,,5.8,38.65,5953,4.545,FALSE,exoplanets.org
HD 114783 b,,,,,1.10505,250,210,0,493.7,,5.5,20.5,5135,4.527,FALSE,exoplanets.org
HD 11506 c,,,,,0.36,454,382,,223.6,,6.2,51.7,6055,4.3,FALSE,exoplanets.org
HD 11506 b,,,,,4.7347,242,203,0,1405,,6.7,51.71,6058,4.32,FALSE,exoplanets.org
HD 116029 b,,,,,1.9075,482,405,,670,,5.5,123.2,4811,3.21,FALSE,exoplanets.org
HD 117207 b,,,,,1.8189,165,139,0,2597,,5.7,33.05,5724,4.507,FALSE,exoplanets.org
Kepler-261 c,0,0,0.007,0.18,0.014772,640,538,3.061,24.5709,2.761,11.6,,5098,4.561,TRUE,exoplanets.org
Kepler-262 b,0,0,0.003,0.12,0.008507,953,802,3.156,13.0609,3.278,12.7,,5841,4.541,TRUE,exoplanets.org
HD 117618 b,,,,,0.176652,882,742,0,25.827,,5.7,37.97,5964,4.35,FALSE,exoplanets.org
HD 118203 b,,,,,2.13623,1776,1493,0,6.1335,,6.5,88.57,5600,3.87,FALSE,exoplanets.org
HD 11964 b,,,,,0.608106,231,194,0,1944.5898,,4.5,32.85,5372,3.99,FALSE,exoplanets.org
Kepler-241 c,0,0,0.008,0.23,0.020513,476,400,2.986,36.066,4.273,12.9,,4699,4.627,TRUE,exoplanets.org
Kepler-242 b,0,0.001,0.006,0.23,0.021019,940,790,2.983,8.204,2.74,13.2,,5020,4.492,TRUE,exoplanets.org
HD 11964 c,,,,,0.077069,858,721,0,37.9103,,4.5,32.85,5372,3.99,FALSE,exoplanets.org
HD 11977 b,,,,,7.40012,577,485,0,711,,2.6,67.07,5067,2.91,FALSE,exoplanets.org
HD 120084 b,,,,,4.4772,449,377,,2082,,3.6,97.66,4892,2.71,FALSE,exoplanets.org
HD 125595 b,,,,,0.041676,1004,845,,9.6737,,6.4,27.96,4908,4.32,FALSE,exoplanets.org
HD 12648 b,,,,,2.89937,1139,958,,133.6,,4.7,158.98,4836,2.18,FALSE,exoplanets.org
HD 121504 b,,,,,1.2223,558,469,0,63.33,,6.1,45.11,6075,4.64,FALSE,exoplanets.org
HD 1237 b,,,,,3.3748,418,351,0,133.71,,4.9,17.5,5536,4.56,FALSE,exoplanets.org
HD 125612 b,,,,,3.06805,294,248,0,559.4049,,6.8,54.2,5897,4.45,FALSE,exoplanets.org
Kepler-244 b,0,0.001,0.008,0.25,0.023063,1252,1053,2.974,4.3118,2.735,13.7,,5554,4.585,TRUE,exoplanets.org
Kepler-244 c,0,0,0.003,0.18,0.015183,953,802,3.051,9.7673,1.373,13.7,,5554,4.585,TRUE,exoplanets.org
HD 125612 c,,,,,0.058067,1509,1269,0,4.1547,,6.8,54.2,5897,4.45,FALSE,exoplanets.org
HD 126614 A b,,,,,0.385706,219,184,0,1244,,7.1,72.62,5585,4.39,FALSE,exoplanets.org
HD 12661 b,,,,,2.3408,371,312,0,262.7086,,5.9,34.95,5743,4.423,FALSE,exoplanets.org
HD 132563 B b,,,,,1.49247,,,,1544,,7.5,96.06,5985,4.27,FALSE,exoplanets.org
HD 136418 b,,,,,1.9935,491,413,,464.3,,,98.23,4972,3.4,FALSE,exoplanets.org
HD 12661 c,,,,,1.9487,199,167,0,1707.8812,,5.9,34.95,5743,4.423,FALSE,exoplanets.org
HD 128311 b,,,,,1.4572,208,175,0,454.2,,5.1,16.5,4965,4.831,FALSE,exoplanets.org
HD 128311 c,,,,,3.24848,164,138,0,923.8,,5.1,16.5,4965,4.831,FALSE,exoplanets.org
HD 13189 b,,,,,7.12332,1262,1061,,471.6,,,1851.85,4337,1.83,FALSE,exoplanets.org
HD 130322 b,,,,,1.04309,1009,848,0,10.7085,,6.2,31.71,5308,4.408,FALSE,exoplanets.org
HD 131496 b,,,,,2.24115,415,349,,883,,5.4,110,4927,3.3,FALSE,exoplanets.org
HD 131664 b,,,,,18.3282,195,164,0,1951,,6.6,56.27,5886,4.44,FALSE,exoplanets.org
Kepler-223 e,0,0,0.005,0.21,0.01853,891,749,3.001,19.7217,5.82,13.6,,5829,4.397,TRUE,exoplanets.org
Kepler-224 b,0,0,0.003,0.12,0.009154,1154,971,3.169,3.1329,2.034,13.7,,5018,4.639,TRUE,exoplanets.org
HD 134987 b,,,,,1.56347,396,333,0,258.18,,4.9,26.21,5750,4.348,FALSE,exoplanets.org
HD 134987 c,,,,,0.804926,147,124,0,5000,,4.9,26.21,5750,4.348,FALSE,exoplanets.org
HD 136118 b,,,,,11.6809,303,254,0,1187.3,,5.6,46.58,6097,4.053,FALSE,exoplanets.org
HD 159243 b,,,,,1.13,1117,940,,12.62,,7.3,69.2,6123,4.55,FALSE,exoplanets.org
HD 159243 c,,,,,1.9,414,348,,248.4,,7.3,69.2,6123,4.55,FALSE,exoplanets.org
HD 137388 b,,,,,0.227816,315,265,,330,,6.8,38.45,5240,4.42,FALSE,exoplanets.org
HD 13908 b,,,,,0.865,1181,993,,19.382,,6.2,71.2,6255,4.11,FALSE,exoplanets.org
HD 13908 c,,,,,5.13,325,273,,931,,6.2,71.2,6255,4.11,FALSE,exoplanets.org
HD 143361 b,,,,,3.42269,223,187,0,1046.2,,7.5,65.66,5505,4.42,FALSE,exoplanets.org
HD 145457 b,,,,,2.97219,964,811,,176.3,,4.1,125.31,4757,2.77,FALSE,exoplanets.org
HD 13931 b,,,,,1.88123,163,137,0,4218,,6.1,44.23,5829,4.3,FALSE,exoplanets.org
HD 139357 b,,,,,10.0754,490,412,0,1125.7,,3.4,118.06,4700,2.9,FALSE,exoplanets.org
HD 141937 b,,,,,9.4752,282,237,0,653.22,,5.8,32.3,5847,4.42,FALSE,exoplanets.org
HD 148156 b,,,,,0.847612,243,205,,1027,,6.4,51.6,6308,4.56,FALSE,exoplanets.org
HD 142022 b,,,,,4.46762,193,162,0,1928,,6,34.33,5499,4.36,FALSE,exoplanets.org
HD 142245 b,,,,,1.89038,356,300,,1299,,5.1,109.5,4878,3.3,FALSE,exoplanets.org
HD 142415 b,,,,,1.66194,347,292,0,386.3,,5.9,34.23,5902,4.382,FALSE,exoplanets.org
Kepler-225 b,0,0,0.005,0.11,0.005548,553,465,3.079,6.739,3.018,13.3,,3682,4.783,TRUE,exoplanets.org
Kepler-225 c,0,0,0.005,0.16,0.013548,393,330,3.096,18.7942,3.279,13.3,,3682,4.783,TRUE,exoplanets.org
HD 142 b,,,,,1.3057,431,362,0,350.3,,4.5,25.71,6249,4.185,FALSE,exoplanets.org
HD 145377 b,,,,,5.78201,516,434,0,103.95,,6.7,55.04,6046,4.49,FALSE,exoplanets.org
HD 147018 b,,,,,2.12711,654,550,0,44.236,,6.6,42.96,5441,4.38,FALSE,exoplanets.org
Kepler-263 c,0,0,0.004,0.22,0.019315,528,444,2.994,47.3328,3.069,13.6,,5265,4.576,TRUE,exoplanets.org
Kepler-264 b,0,0.001,0.012,0.3,0.033307,912,767,2.971,40.8062,14.253,11.6,,6158,4.147,TRUE,exoplanets.org
HD 147018 c,,,,,6.59355,231,194,0,1008,,6.6,42.96,5441,4.38,FALSE,exoplanets.org
HD 147513 b,,,,,1.17965,274,230,0,528.4,,3.9,12.78,5930,4.612,FALSE,exoplanets.org
HD 148427 b,,,,,1.14357,552,464,0,331.5,,4.7,59.03,4962,3.39,FALSE,exoplanets.org
HD 163607 c,,,,,2.2924,266,224,,1314,,6.3,69,5543,4.04,FALSE,exoplanets.org
HD 149026 b,0.269,0.171,0.172,0.65,0.361471,1987,1671,3.238,2.8759,3.24,6.8,79.43,6160,4.278,TRUE,exoplanets.org
HD 149143 b,,,,,1.32811,1915,1610,0,4.072,,6.4,62.03,5884,4.071,FALSE,exoplanets.org
HD 1502 b,,,,,2.9072,536,451,,431.8,,6.1,159,4984,3.3,FALSE,exoplanets.org
HD 154857 c,,,,,2.57917,189,159,,3452,,5.5,64.23,5605,3.95,FALSE,exoplanets.org
HD 152581 b,,,,,1.51375,472,397,,689,,6.2,186,5155,3.4,FALSE,exoplanets.org
HD 153950 b,,,,,2.74209,330,278,0,499.4,,6,49.53,6076,4.37,FALSE,exoplanets.org
HD 154345 b,,,,,0.956901,153,128,0,3341.5588,,5,18.59,5468,4.537,FALSE,exoplanets.org
Kepler-227 b,0,0.001,0.005,0.28,0.028843,1183,994,2.968,9.488,3.113,13.7,,5854,4.401,TRUE,exoplanets.org
Kepler-227 c,0,0,0.004,0.27,0.027564,661,556,2.968,54.4187,4.511,13.7,,5854,4.401,TRUE,exoplanets.org
HD 154672 b,,,,,4.0077,501,421,0,163.967,,6.6,64.77,5655,4.15,FALSE,exoplanets.org
HD 154857 b,,,,,2.24797,386,324,0,408.6,,5.5,64.23,5605,3.95,FALSE,exoplanets.org
HD 155233 b,,,,,1.99403,388,327,,885,,4.5,75.1,4345,3.21,FALSE,exoplanets.org
Kepler-229 b,0,0,0.005,0.2,0.01651,971,816,3.026,6.253,2.64,13.8,,5120,4.633,TRUE,exoplanets.org
Kepler-229 c,0,0.001,0.01,0.44,0.080215,709,596,3.014,16.0686,3.546,13.8,,5120,4.633,TRUE,exoplanets.org
HD 155358 b,,,,,0.819484,510,429,0,194.3,,5.8,44.11,5760,4.09,FALSE,exoplanets.org
HD 155358 c,,,,,0.807031,404,340,0,391.9,,5.8,44.11,5760,4.09,FALSE,exoplanets.org
HD 156279 b,,,,,9.7848,435,366,,131.05,,6.3,36.6,5453,4.46,FALSE,exoplanets.org
HD 156411 b,,,,,0.732711,337,283,,842.2,,5.2,54.79,5910,3.99,FALSE,exoplanets.org
HD 156846 b,,,,,11.0076,418,352,0,359.51,,5.1,47.62,6138,4.15,FALSE,exoplanets.org
HD 158038 b,,,,,1.79425,528,444,,521,,5.2,103.6,4897,3.2,FALSE,exoplanets.org
HD 159868 b,,,,,2.20004,286,240,0,1178.4,,5.5,58.69,5558,3.96,FALSE,exoplanets.org
Kepler-245 d,0,0,0.006,0.27,0.027386,562,473,2.968,36.2771,4.804,13.6,,5100,4.56,TRUE,exoplanets.org
Kepler-246 b,0,0.001,0.007,0.21,0.017891,1168,982,3.008,4.6018,2.227,13,,5206,4.557,TRUE,exoplanets.org
HD 159868 c,,,,,0.73,427,359,0,352.3,,5.5,58.69,5558,3.96,FALSE,exoplanets.org
HD 1605 b,,,,,0.96903,436,366,,577.9,,5.3,84.6,4757,3.4,FALSE,exoplanets.org
HD 1605 c,,,,,3.50295,283,238,,2111,,5.3,84.6,4757,3.4,FALSE,exoplanets.org
HD 16175 b,,,,,4.65551,261,220,0,995.4,,5.9,57.87,6080,4.37,FALSE,exoplanets.org
HD 16141 b,,,,,0.249652,797,670,0,75.523,,5.3,38.96,5794,4.217,FALSE,exoplanets.org
HD 162020 b,,,,,15.2138,732,615,0,8.4282,,6.5,29.43,4845,4.901,FALSE,exoplanets.org
HD 16417 b,,,,,0.06696,1093,919,0,17.24,,4.2,25.78,5817,4.17,FALSE,exoplanets.org
Kepler-212 b,0,0,0.003,0.1,0.003964,1141,959,3.017,16.2576,6.596,11.6,,5852,4.182,TRUE,exoplanets.org
Kepler-212 c,0,0.001,0.008,0.24,0.022777,912,767,2.975,31.8052,8.316,11.6,,5852,4.182,TRUE,exoplanets.org
HD 164509 b,,,,,0.480333,372,313,,282.4,,6.6,52,5922,4.44,FALSE,exoplanets.org
HD 164604 b,,,,,2.6885,,,,606.4,,7.2,41.07,,,FALSE,exoplanets.org
HD 164922 b,,,,,0.357927,202,170,0,1155,,5.1,22.12,5385,4.506,FALSE,exoplanets.org
HD 16760 b,,,,,13.2921,294,248,0,465.1,,7,45.45,5620,4.51,FALSE,exoplanets.org
HD 173416 b,,,,,2.71808,944,794,0,323.6,,3.8,139.47,4683,2.48,FALSE,exoplanets.org
HD 1666 b,,,,,6.47072,519,437,,270,,7,110.6,6317,4.06,FALSE,exoplanets.org
HD 167042 b,,,,,1.63682,520,437,0,420.77,,3.5,50.23,5028,3.35,FALSE,exoplanets.org
HD 168443 b,,,,,7.69745,731,615,0,58.1125,,5.2,37.43,5491,4.07,FALSE,exoplanets.org
Kepler-231 b,0,0,0.005,0.15,0.012776,500,420,3.124,10.0653,1.44,12.6,,3767,4.779,TRUE,exoplanets.org
Kepler-231 c,0,0,0.007,0.17,0.014221,403,339,3.075,19.2716,3.209,12.6,,3767,4.779,TRUE,exoplanets.org
HD 168443 c,,,,,17.3857,235,197,0,1749.83,,5.2,37.43,5491,4.07,FALSE,exoplanets.org
HD 168746 b,,,,,0.245103,1173,987,0,6.404,,6.3,42.73,5564,4.518,FALSE,exoplanets.org
HD 1690 b,,,,,6.52644,985,828,,533,,6,310.56,4364,2.16,FALSE,exoplanets.org
Kepler-214 c,0,0,0.004,0.19,0.015872,958,806,3.037,28.7798,7.803,12.6,,6169,4.249,TRUE,exoplanets.org
Kepler-215 b,0,0,0.004,0.14,0.012048,1130,950,3.155,9.3607,3.035,12,,5739,4.364,TRUE,exoplanets.org
HD 169830 b,,,,,2.88946,531,446,0,225.62,,4.7,36.6,6221,4.057,FALSE,exoplanets.org
HD 169830 c,,,,,4.06407,252,212,0,2102,,4.7,36.6,6221,4.057,FALSE,exoplanets.org
HD 170469 b,,,,,0.668676,246,207,0,1145,,6.7,62.74,5810,4.32,FALSE,exoplanets.org
Kepler-216 b,0,0.001,0.007,0.21,0.017996,1418,1192,3.006,7.6936,5.05,12.6,,6091,4.28,TRUE,exoplanets.org
Kepler-216 c,0,0.001,0.009,0.27,0.027564,1080,908,2.968,17.4067,6.869,12.6,,6091,4.28,TRUE,exoplanets.org
HD 17092 b,,,,,4.96206,800,673,0,359.9,,4.8,108.7,4650,3,FALSE,exoplanets.org
HD 171028 b,,,,,1.98809,414,348,0,550,,6.6,109.89,5671,3.84,FALSE,exoplanets.org
HD 171238 b,,,,,2.60901,201,169,0,1523,,6.8,50.28,5467,4.39,FALSE,exoplanets.org
Kepler-233 c,0,0,0.006,0.24,0.022355,487,409,2.977,60.419,5.619,13.4,,5360,4.614,TRUE,exoplanets.org
Kepler-234 b,0.003,0.002,0.008,0.33,0.042508,1928,1621,2.985,2.7115,3.175,14.1,,6224,4.421,TRUE,exoplanets.org
HD 17156 b,0.008,0.082,0.029,1.02,3.30275,1058,890,3.859,21.2166,3.21,6.8,75.02,6079,4.191,TRUE,exoplanets.org
HD 175541 b,,,,,0.52763,524,440,0,297.3,,5.8,127.06,5111,3.56,FALSE,exoplanets.org
HD 177830 b,,,,,1.31967,510,429,0,410.1,,4.8,59.03,4752,3.37,FALSE,exoplanets.org
Kepler-218 c,0,0,0.008,0.28,0.029411,654,550,2.968,44.6996,6.271,12.3,,5502,4.391,TRUE,exoplanets.org
